IMEI,Year,Month,Day,Hour,Minute,Latitude,Longitude,Temperature,Voltage Battery,AtmPress,FormatID
300234010959690,2011,11,11,6,0,64.446,-57.4102,0.7,14,-99,28
300234010959690,2011,10,4,12,0,69.847,-64.2772,2.6,14,-99,28
300234010959690,2011,11,19,11,0,64.8876,-60.2782,-0.8,14,-99,28
300234010959690,2011,8,11,23,0,74.1226,-79.6472,8.1,14.2,-99,28
300234010959690,2011,9,20,9,0,71.8402,-68.2432,2.9,14,-99,28
300234010959690,2011,10,3,12,0,70.0824,-64.2194,2.2,14,-99,28
300234010959690,2011,11,11,11,0,64.409,-57.4778,1.1,14,-99,28
300234010959690,2011,7,30,17,0,73.9864,-81.4768,4.3,14,-99,28
300234010959690,2011,9,8,9,0,72.8836,-75.7766,0.1,14,-99,28
300234010959690,2011,9,7,23,0,72.935,-75.8764,1,14,-99,28
300234010959690,2011,11,2,6,0,67.0972,-58.1902,0.9,14,-99,28
300234010959690,2011,11,28,19,0,62.6276,-59.2078,0.8,14,-99,28
300234010959690,2011,11,12,0,0,64.2886,-57.823,1.1,14,-99,28
300234010959690,2011,8,28,20,0,73.246,-75.4534,3.8,14,-99,28
300234010959690,2011,8,3,21,0,74.073,-77.9996,3.4,14,-99,28
300234010959690,2011,10,7,6,0,69.4116,-63.2654,1.6,14,-99,28
300234010959690,2011,8,8,13,0,74.2212,-79.0148,4.7,14,-99,28
300234010959690,2011,10,21,9,0,67.737,-60.5708,0.4,14,-99,28
300234010959690,2011,11,25,22,0,63.5088,-59.5774,-0.3,14,-99,28
300234010959690,2011,11,21,4,0,64.5902,-59.6928,-0.7,14,-99,28
300234010959690,2011,8,22,13,0,73.201,-75.9496,1.6,14,-99,28
300234010959690,2011,9,1,9,0,73.2286,-74.9148,2.7,14,-99,28
300234010959690,2011,9,3,14,0,73.142,-75.5946,4.2,14,-99,28
300234010959690,2011,10,11,9,0,69.0984,-62.9456,1.2,14,-99,28
300234010959690,2011,11,26,7,0,63.3762,-59.3892,0.1,14,-99,28
300234010959690,2011,11,11,12,0,64.4022,-57.4868,1.1,14,-99,28
300234010959690,2011,8,26,12,0,73.4718,-75.1196,3.1,14,-99,28
300234010959690,2011,9,27,11,0,71.0082,-67.3286,3,14,-99,28
300234010959690,2011,10,19,7,0,68.304,-61.6696,1,14,-99,28
300234010959690,2011,8,19,1,0,73.5296,-76.5902,1.6,14,-99,28
300234010959690,2011,10,29,8,0,67.9278,-58.2928,1.6,14,-99,28
300234010959690,2011,9,11,10,0,72.455,-74.16,0.1,14,-99,28
300234010959690,2011,8,14,3,0,74.0608,-79.452,1.8,14,-99,28
300234010959690,2011,9,12,3,0,72.3934,-73.7938,0.3,14,-99,28
300234010959690,2011,11,29,8,0,62.4448,-59.1062,2.2,14,-99,28
300234010959690,2011,9,25,10,0,71.5514,-68.2508,2.8,14,-99,28
300234010959690,2011,9,26,13,0,71.2974,-67.7296,2.9,14,-99,28
300234010959690,2011,11,3,9,0,66.9768,-57.9038,0.1,14,-99,28
300234010959690,2011,8,23,15,0,73.262,-75.108,3.1,14,-99,28
300234010959690,2011,9,27,8,0,71.0484,-67.419,2.9,14,-99,28
300234010959690,2011,9,15,12,0,72.1426,-72.6584,4,14,-99,28
300234010959690,2011,10,11,14,0,69.0798,-62.8556,1.2,14,-99,28
300234010959690,2011,11,19,10,0,64.8952,-60.2584,-0.9,14,-99,28
300234010959690,2011,11,6,2,0,66.0272,-57.7618,0.7,14,-99,28
300234010959690,2011,8,18,1,0,73.8504,-76.9904,1.7,14,-99,28
300234010959690,2011,9,2,12,0,73.1754,-75.2216,2.9,14,-99,28
300234010959690,2011,8,31,0,0,73.2752,-74.9634,2.4,14,-99,28
300234010959690,2011,11,24,3,0,64.0622,-59.6484,0.3,14,-99,28
300234010959690,2011,10,31,15,0,67.4494,-58.4304,1.1,14,-99,28
300234010959690,2011,8,17,18,0,73.851,-77.3692,2.4,14,-99,28
300234010959690,2011,8,4,20,0,74.021,-77.8658,6.1,14,-99,28
300234010959690,2011,10,14,11,0,68.1126,-61.4942,1.3,14,-99,28
300234010959690,2011,7,30,23,0,73.9186,-81.2528,5.2,13.8,-99,28
300234010959690,2011,11,17,18,0,65.2116,-59.9756,-1,14,-99,28
300234010959690,2011,7,31,0,10,73.9082,-81.216,7.7,13.8,-99,28
300234010959690,2011,10,27,14,0,68.2698,-58.8034,0.6,14,-99,28
300234010959690,2011,10,5,22,0,69.309,-63.6602,1.6,14,-99,28
300234010959690,2011,11,4,9,0,66.7672,-57.739,-0.3,14,-99,28
300234010959690,2011,11,6,9,0,65.898,-57.7142,0.9,14,-99,28
300234010959690,2011,8,7,11,0,74.2614,-78.6304,4.2,14,-99,28
300234010959690,2011,8,21,13,0,73.2902,-76.4262,3.2,14,-99,28
300234010959690,2011,8,4,7,0,74.0468,-77.8648,2.9,14,-99,28
300234010959690,2011,8,26,6,0,73.4648,-75.1204,1.8,14,-99,28
300234010959690,2011,11,15,13,0,64.9962,-58.9864,0.1,14,-99,28
300234010959690,2011,7,31,0,30,73.9056,-81.2062,7.5,13.8,-99,28
300234010959690,2011,9,12,15,0,72.314,-73.4486,4.2,14,-99,28
300234010959690,2011,8,7,2,0,74.2662,-78.663,2.1,14,-99,28
300234010959690,2011,8,26,7,0,73.466,-75.1146,2,14,-99,28
300234010959690,2011,10,18,20,0,68.4948,-61.4068,1,14,-99,28
300234010959690,2011,8,13,6,0,74.051,-79.5606,2,14,-99,28
300234010959690,2011,10,15,0,0,68.0958,-61.001,1.1,14,-99,28
300234010959690,2011,10,30,15,0,67.6616,-58.3074,1.6,14,-99,28
300234010959690,2011,10,28,13,0,68.0776,-58.6348,0.6,14,-99,28
300234010959690,2011,11,2,20,0,67.0642,-57.9492,0.6,14,-99,28
300234010959690,2011,8,10,4,0,74.2092,-79.3048,1.5,14,-99,28
300234010959690,2011,10,28,20,0,68.0218,-58.486,0.9,14,-99,28
300234010959690,2011,9,5,1,0,73.1534,-75.843,2,14,-99,28
300234010959690,2011,9,20,0,0,71.8716,-68.4076,2.9,14,-99,28
300234010959690,2011,8,11,13,0,74.1578,-79.4524,10,14,-99,28
300234010959690,2011,8,29,7,0,73.186,-75.3858,1.9,14,-99,28
300234010959690,2011,11,15,0,0,64.9396,-58.7068,0.7,14,-99,28
300234010959690,2011,10,4,0,0,70.0116,-64.2822,2.3,14,-99,28
300234010959690,2011,8,20,12,0,73.3674,-76.6964,6.8,14,-99,28
300234010959690,2011,8,13,12,0,74.0302,-79.643,3,14,-99,28
300234010959690,2011,9,24,14,0,71.8202,-68.4654,2.7,14,-99,28
300234010959690,2011,8,30,12,0,73.2388,-75.0332,2.3,14,-99,28
300234010959690,2011,9,4,16,0,73.1604,-75.793,3.9,14,-99,28
300234010959690,2011,10,12,11,0,68.7234,-62.5678,1,14,-99,28
300234010959690,2011,8,11,5,0,74.218,-79.35,3.2,14,-99,28
300234010959690,2011,8,22,15,0,73.1958,-75.8788,2,14,-99,28
300234010959690,2011,11,3,10,0,66.9694,-57.902,0,14,-99,28
300234010959690,2011,8,2,7,0,73.83,-78.6312,2.9,14,-99,28
300234010959690,2011,9,9,5,0,72.7496,-75.4404,0.1,14,-99,28
300234010959690,2011,10,2,12,0,70.1404,-64.7922,2.7,14,-99,28
300234010959690,2011,9,17,2,0,72.299,-70.4666,3.4,14,-99,28
300234010959690,2011,8,12,20,0,74.1314,-79.4764,5.6,14.2,-99,28
300234010959690,2011,8,31,21,0,73.2576,-74.9236,3,14,-99,28
300234010959690,2011,8,23,17,0,73.273,-75.0864,3.5,14,-99,28
300234010959690,2011,11,26,8,0,63.3676,-59.394,0.1,14,-99,28
300234010959690,2011,9,8,16,0,72.8344,-75.729,1.1,14,-99,28
300234010959690,2011,11,5,13,0,66.2866,-57.7512,1.1,14,-99,28
300234010959690,2011,10,4,6,0,69.9362,-64.3354,2.7,14,-99,28
300234010959690,2011,10,1,7,0,70.4334,-65.7254,3,14,-99,28
300234010959690,2011,8,10,8,0,74.2092,-79.4374,2,14,-99,28
300234010959690,2011,11,15,23,0,65.0716,-59.1794,-0.6,14,-99,28
300234010959690,2011,9,21,5,0,71.707,-67.8316,2.9,14,-99,28
300234010959690,2011,9,7,16,0,72.9804,-75.9098,3,14,-99,28
300234010959690,2011,9,15,21,0,72.2304,-72.179,3.3,14,-99,28
300234010959690,2011,8,30,17,0,73.265,-75.0378,3.5,14,-99,28
300234010959690,2011,10,9,13,0,69.1222,-62.4698,1.3,14,-99,28
300234010959690,2011,11,3,0,0,67.009,-57.9138,0.2,14,-99,28
300234010959690,2011,11,23,13,0,64.1394,-59.7012,-0.1,14,-99,28
300234010959690,2011,9,5,20,0,73.1362,-75.9842,2.6,14,-99,28
300234010959690,2011,8,4,23,0,74.031,-77.894,3.1,14,-99,28
300234010959690,2011,9,13,16,0,72.1376,-73.418,4.4,14,-99,28
300234010959690,2011,11,24,22,0,63.8124,-59.8956,-0.3,14,-99,28
300234010959690,2011,9,21,14,0,71.6608,-67.7434,2.9,14,-99,28
300234010959690,2011,11,1,0,0,67.3656,-58.4786,1.3,14,-99,28
300234010959690,2011,10,31,14,0,67.4488,-58.4174,1.1,14,-99,28
300234010959690,2011,10,9,15,0,69.1046,-62.447,1.4,14,-99,28
300234010959690,2011,9,12,1,0,72.3912,-73.8194,0.5,14,-99,28
300234010959690,2011,11,18,15,0,65.113,-59.9764,-1.1,14,-99,28
300234010959690,2011,9,8,23,0,72.7792,-75.5776,1.1,14,-99,28
300234010959690,2011,8,5,23,0,74.2112,-78.4556,3.6,14,-99,28
300234010959690,2011,8,22,22,0,73.1834,-75.6074,1.8,14,-99,28
300234010959690,2011,10,23,9,0,67.9778,-60.3846,0.5,14,-99,28
300234010959690,2011,7,31,6,0,73.8704,-81.1096,4.2,13.8,-99,28
300234010959690,2011,9,28,0,0,70.948,-67.3176,2.8,14,-99,28
300234010959690,2011,11,23,9,0,64.1722,-59.7188,0.1,14,-99,28
300234010959690,2011,10,24,8,0,68.1998,-60.3348,0.2,14,-99,28
300234010959690,2011,8,8,23,0,74.2764,-79.329,3.1,14,-99,28
300234010959690,2011,8,30,7,0,73.2282,-75.0996,2.9,14,-99,28
300234010959690,2011,8,18,13,0,73.7286,-76.5532,2.7,13.8,-99,28
300234010959690,2011,11,11,16,0,64.3634,-57.569,1,14,-99,28
300234010959690,2011,10,21,7,0,67.7522,-60.6334,0.4,14,-99,28
300234010959690,2011,8,6,20,0,74.2646,-78.6818,6,14,-99,28
300234010959690,2011,7,30,18,50,73.9632,-81.4156,6.1,14,-99,28
300234010959690,2011,8,26,3,0,73.4572,-75.1328,1.9,14,-99,28
300234010959690,2011,8,10,6,0,74.2066,-79.3738,1.5,14,-99,28
300234010959690,2011,11,15,12,0,64.9908,-58.9514,0,14,-99,28
300234010959690,2011,10,16,19,0,68.2822,-60.9932,0.9,14,-99,28
300234010959690,2011,11,4,14,0,66.7286,-57.674,0.1,14,-99,28
300234010959690,2011,9,25,1,0,71.705,-68.389,2.8,14,-99,28
300234010959690,2011,10,19,9,0,68.2786,-61.6712,0.9,14,-99,28
300234010959690,2011,8,10,20,0,74.2498,-79.4054,6.3,14,-99,28
300234010959690,2011,9,19,3,0,71.938,-68.6874,3.4,14,-99,28
300234010959690,2011,8,8,4,0,74.2036,-78.6368,3.3,14,-99,28
300234010959690,2011,10,29,5,0,67.9746,-58.4478,1.6,14,-99,28
300234010959690,2011,10,12,16,0,68.6754,-62.4808,1.3,14,-99,28
300234010959690,2011,8,9,8,0,74.2988,-79.2074,1.4,14,-99,28
300234010959690,2011,7,31,4,10,73.8786,-81.1294,4.9,13.8,-99,28
300234010959690,2011,11,15,22,0,65.0728,-59.1626,-0.6,14,-99,28
300234010959690,2011,8,19,20,0,73.4036,-76.8146,4.3,14,-99,28
300234010959690,2011,11,18,21,0,65.0836,-59.9854,-1,14,-99,28
300234010959690,2011,9,27,7,0,71.0586,-67.4502,2.9,14,-99,28
300234010959690,2011,10,8,5,0,69.5362,-63.0128,1.6,14,-99,28
300234010959690,2011,9,24,2,0,71.8604,-68.3438,2.6,14,-99,28
300234010959690,2011,9,17,6,0,72.253,-70.3832,3.4,14,-99,28
300234010959690,2011,10,11,16,0,69.055,-62.7816,1.3,14,-99,28
300234010959690,2011,11,25,12,0,63.6558,-59.792,-0.3,14,-99,28
300234010959690,2011,10,21,0,0,67.8446,-60.79,0.6,14,-99,28
300234010959690,2011,8,11,10,0,74.1778,-79.4062,5.7,14,-99,28
300234010959690,2011,11,21,16,0,64.5852,-59.5076,-0.9,14,-99,28
300234010959690,2011,9,10,22,0,72.4934,-74.6046,1.6,14,-99,28
300234010959690,2011,8,14,2,0,74.0612,-79.4624,1.9,14,-99,28
300234010959690,2011,11,7,17,0,65.4218,-57.6718,1.1,14,-99,28
300234010959690,2011,8,27,5,0,73.481,-75.1026,3.6,14,-99,28
300234010959690,2011,11,28,4,0,62.7994,-59.4608,0.7,14,-99,28
300234010959690,2011,8,1,12,0,73.7958,-79.3714,3.8,14,-99,28
300234010959690,2011,8,18,6,0,73.812,-76.8154,1.3,14,-99,28
300234010959690,2011,10,6,14,0,69.2842,-63.4614,1.4,13.8,-99,28
300234010959690,2011,11,19,15,0,64.865,-60.371,-0.7,14,-99,28
300234010959690,2011,10,25,16,0,68.0602,-59.0474,1.5,14,-99,28
300234010959690,2011,8,12,1,0,74.1274,-79.6894,6.7,14.2,-99,28
300234010959690,2011,8,23,4,0,73.1876,-75.3516,1.3,14,-99,28
300234010959690,2011,11,17,0,0,65.1118,-59.8528,-0.5,14,-99,28
300234010959690,2011,8,3,6,0,73.9776,-78.2056,2.7,14,-99,28
300234010959690,2011,9,16,2,0,72.2546,-71.8232,3.2,14,-99,28
300234010959690,2011,11,8,4,0,65.2314,-57.6284,1.2,14,-99,28
300234010959690,2011,7,30,19,20,73.9572,-81.3962,6.1,14,-99,28
300234010959690,2011,8,1,6,0,73.8036,-79.755,3.1,14,-99,28
300234010959690,2011,11,8,8,0,65.1594,-57.6576,1.3,14,-99,28
300234010959690,2011,8,27,8,0,73.4758,-75.092,1.6,14,-99,28
300234010959690,2011,10,3,2,0,70.12,-64.4092,2.8,14,-99,28
300234010959690,2011,8,12,11,0,74.1624,-79.6924,4.1,14,-99,28
300234010959690,2011,11,28,8,0,62.7704,-59.3794,0.7,14,-99,28
300234010959690,2011,9,6,22,0,73.0716,-75.9738,1.3,14,-99,28
300234010959690,2011,10,27,13,0,68.2596,-58.8408,0.5,14,-99,28
300234010959690,2011,9,30,21,0,70.647,-66.0276,2.8,14,-99,28
300234010959690,2011,10,19,6,0,68.3132,-61.6664,1,14,-99,28
300234010959690,2011,9,30,22,0,70.6194,-66.0062,2.7,14,-99,28
300234010959690,2011,9,18,15,0,72.1164,-69.1962,3.7,14,-99,28
300234010959690,2011,10,15,8,0,68.0876,-60.8258,1.1,14,-99,28
300234010959690,2011,9,24,15,0,71.8164,-68.4612,2.8,14,-99,28
300234010959690,2011,7,31,1,30,73.8982,-81.1764,6.7,13.8,-99,28
300234010959690,2011,10,5,1,0,69.6516,-63.963,2.5,14,-99,28
300234010959690,2011,10,6,1,0,69.2792,-63.5974,1.4,14,-99,28
300234010959690,2011,11,28,3,0,62.814,-59.4848,0.7,14,-99,28
300234010959690,2011,8,25,3,0,73.4506,-75.202,2.7,14,-99,28
300234010959690,2011,10,12,15,0,68.6912,-62.51,1.2,14,-99,28
300234010959690,2011,9,21,23,0,71.6396,-67.6434,2.9,14,-99,28
300234010959690,2011,9,21,10,0,71.674,-67.8182,2.8,14,-99,28
300234010959690,2011,9,26,0,0,71.3828,-68.0166,2.8,14,-99,28
300234010959690,2011,9,15,13,0,72.1488,-72.5886,3.9,14,-99,28
300234010959690,2011,10,18,16,0,68.5308,-61.3588,0.9,14,-99,28
300234010959690,2011,7,30,22,0,73.928,-81.2904,4.6,13.8,-99,28
300234010959690,2011,11,15,20,0,65.07,-59.1338,-0.3,14,-99,28
300234010959690,2011,11,18,19,0,65.1076,-59.9838,-1,14,-99,28
300234010959690,2011,9,8,12,0,72.862,-75.7338,0.3,14,-99,28
300234010959690,2011,9,2,17,0,73.1602,-75.3296,5,14,-99,28
300234010959690,2011,9,30,14,0,70.7926,-66.2594,2.7,14,-99,28
300234010959690,2011,8,28,10,0,73.3354,-75.2802,1.5,14,-99,28
300234010959690,2011,7,30,22,30,73.9232,-81.2706,5.1,13.8,-99,28
300234010959690,2011,10,15,1,0,68.0922,-60.9778,1,14,-99,28
300234010959690,2011,9,10,20,0,72.502,-74.664,2,14,-99,28
300234010959690,2011,10,10,13,0,69.2192,-62.5774,1.3,14,-99,28
300234010959690,2011,9,21,21,0,71.6398,-67.6762,3,14,-99,28
300234010959690,2011,11,25,20,0,63.5434,-59.6118,-0.6,14,-99,28
300234010959690,2011,11,30,0,0,62.4878,-59.0724,2.1,14,-99,28
300234010959690,2011,10,22,4,0,67.6032,-60.1122,0.2,14,-99,28
300234010959690,2011,11,4,1,0,66.8728,-57.8042,0.7,14,-99,28
300234010959690,2011,8,3,12,0,74.0306,-78.1314,2.7,14,-99,28
300234010959690,2011,11,13,17,0,64.7218,-58.9412,0.5,14,-99,28
300234010959690,2011,11,23,22,0,64.1126,-59.6354,0.4,14,-99,28
300234010959690,2011,9,13,5,0,72.1786,-73.3344,4.2,14,-99,28
300234010959690,2011,10,20,6,0,68.029,-61.5352,0.5,14,-99,28
300234010959690,2011,10,30,4,0,67.7528,-58.319,1,14,-99,28
300234010959690,2011,11,22,22,0,64.2736,-59.619,0,14,-99,28
300234010959690,2011,11,8,21,0,65.0542,-57.6488,1.3,14,-99,28
300234010959690,2011,7,31,3,10,73.8856,-81.1418,5.2,13.8,-99,28
300234010959690,2011,11,21,19,0,64.5426,-59.5166,-1.1,14,-99,28
300234010959690,2011,11,17,12,0,65.1438,-60.028,-1,14,-99,28
300234010959690,2011,11,30,14,0,62.4246,-58.5352,1.8,14,-99,28
300234010959690,2011,11,13,3,0,64.426,-58.9618,0.8,14,-99,28
300234010959690,2011,11,16,0,0,65.069,-59.1992,-0.7,14,-99,28
300234010959690,2011,9,25,20,0,71.4318,-68.0742,3.1,14,-99,28
300234010959690,2011,10,15,18,0,68.0664,-60.7414,1.1,14,-99,28
300234010959690,2011,11,7,14,0,65.4718,-57.7086,1.3,14,-99,28
300234010959690,2011,11,4,15,0,66.7122,-57.662,0.8,14,-99,28
300234010959690,2011,10,21,10,0,67.7278,-60.5354,0.5,14,-99,28
300234010959690,2011,8,5,5,0,74.0688,-78.0058,1.4,14,-99,28
300234010959690,2011,8,19,0,0,73.5466,-76.582,2,14,-99,28
300234010959690,2011,10,8,19,0,69.2864,-62.8146,1.6,14,-99,28
300234010959690,2011,10,30,17,0,67.6422,-58.304,1.5,14,-99,28
300234010959690,2011,11,16,18,0,65.085,-59.71,-0.8,14,-99,28
300234010959690,2011,10,10,14,0,69.2222,-62.5824,1.3,14,-99,28
300234010959690,2011,11,27,2,0,63.121,-59.8022,0.8,14,-99,28
300234010959690,2011,8,31,12,0,73.2712,-74.925,2.5,14,-99,28
300234010959690,2011,8,15,14,0,73.8758,-79.2182,3.5,14,-99,28
300234010959690,2011,11,28,9,0,62.7654,-59.367,0.7,14,-99,28
300234010959690,2011,10,19,3,0,68.3472,-61.5846,1,14,-99,28
300234010959690,2011,9,17,4,0,72.276,-70.4024,3.4,14,-99,28
300234010959690,2011,10,10,7,0,69.1636,-62.5218,1.3,14,-99,28
300234010959690,2011,11,12,14,0,64.2954,-58.5426,1.1,14,-99,28
300234010959690,2011,8,5,4,0,74.0604,-77.9738,1.4,14,-99,28
300234010959690,2011,8,7,20,0,74.2268,-78.5232,4.1,14,-99,28
300234010959690,2011,8,9,17,0,74.2572,-79.0566,3.2,14,-99,28
300234010959690,2011,9,13,4,0,72.185,-73.3442,4.2,14,-99,28
300234010959690,2011,8,10,19,0,74.2498,-79.4236,7.4,14,-99,28
300234010959690,2011,9,17,0,0,72.3178,-70.5504,3.4,14,-99,28
300234010959690,2011,11,4,5,0,66.8016,-57.7618,0,14,-99,28
300234010959690,2011,11,27,21,0,62.9036,-59.5652,-0.1,14,-99,28
300234010959690,2011,8,11,14,0,74.1514,-79.4704,10,14,-99,28
300234010959690,2011,8,2,6,0,73.8264,-78.6462,2.9,14,-99,28
300234010959690,2011,11,13,4,0,64.443,-59.0038,0.5,14,-99,28
300234010959690,2011,8,29,23,0,73.1894,-75.1512,2,14,-99,28
300234010959690,2011,10,30,5,0,67.7416,-58.3074,1,14,-99,28
300234010959690,2011,11,5,8,0,66.4102,-57.745,0.8,14,-99,28
300234010959690,2011,10,8,10,0,69.4608,-62.9006,1.8,14,-99,28
300234010959690,2011,9,25,3,0,71.6742,-68.3772,2.9,14,-99,28
300234010959690,2011,11,8,9,0,65.149,-57.6592,1,14,-99,28
300234010959690,2011,9,20,14,0,71.808,-68.1624,2.9,14,-99,28
300234010959690,2011,11,3,19,0,66.9464,-57.8922,0.4,14,-99,28
300234010959690,2011,8,15,1,0,73.8934,-79.2612,1.7,14,-99,28
300234010959690,2011,9,14,11,0,72.0008,-73.3408,4.2,14,-99,28
300234010959690,2011,9,30,10,0,70.8432,-66.3524,2.8,14,-99,28
300234010959690,2011,10,6,20,0,69.318,-63.4362,1.6,14,-99,28
300234010959690,2011,11,23,21,0,64.1186,-59.6488,0.4,14,-99,28
300234010959690,2011,10,8,17,0,69.3142,-62.8418,1.6,14,-99,28
300234010959690,2011,9,20,15,0,71.8014,-68.1412,3,14,-99,28
300234010959690,2011,10,22,22,0,67.8174,-60.1332,0.7,14,-99,28
300234010959690,2011,8,29,14,0,73.1764,-75.2822,3.4,14,-99,28
300234010959690,2011,9,22,19,0,71.638,-67.397,3.1,14,-99,28
300234010959690,2011,9,5,19,0,73.1358,-75.9764,3.3,14,-99,28
300234010959690,2011,10,9,1,0,69.2152,-62.605,1.4,14,-99,28
300234010959690,2011,9,4,9,0,73.1658,-75.807,2.1,14,-99,28
300234010959690,2011,9,16,8,0,72.2786,-71.4296,3.2,14,-99,28
300234010959690,2011,8,28,11,0,73.3268,-75.3024,1.7,14,-99,28
300234010959690,2011,10,2,16,0,70.123,-64.6522,3,14,-99,28
300234010959690,2011,10,9,10,0,69.134,-62.5418,1.3,14,-99,28
300234010959690,2011,10,31,22,0,67.4026,-58.481,1.3,14,-99,28
300234010959690,2011,11,10,18,0,64.6276,-57.5044,1.1,14,-99,28
300234010959690,2011,9,7,19,0,72.9574,-75.8968,2.5,14,-99,28
300234010959690,2011,10,13,10,0,68.4102,-62.2928,1.2,14,-99,28
300234010959690,2011,8,1,0,0,73.8238,-80.1304,4.2,14,-99,28
300234010959690,2011,8,19,11,0,73.438,-76.8086,3.1,13.8,-99,28
300234010959690,2011,11,21,1,0,64.604,-59.7798,-0.7,14,-99,28
300234010959690,2011,8,20,4,0,73.382,-76.7432,1.9,14,-99,28
300234010959690,2011,8,15,20,0,73.8592,-79.055,4.8,14,-99,28
300234010959690,2011,9,25,9,0,71.5686,-68.2584,2.8,14,-99,28
300234010959690,2011,11,24,4,0,64.0526,-59.6632,0.3,14,-99,28
300234010959690,2011,8,18,7,0,73.8046,-76.7882,1.3,13.8,-99,28
300234010959690,2011,10,5,6,0,69.537,-63.8878,2.1,14,-99,28
300234010959690,2011,8,14,16,0,73.9768,-79.3128,1.9,14,-99,28
300234010959690,2011,10,10,23,0,69.235,-62.8188,1.2,14,-99,28
300234010959690,2011,9,3,19,0,73.1578,-75.6964,4.1,14,-99,28
300234010959690,2011,9,26,11,0,71.3068,-67.7848,2.8,14,-99,28
300234010959690,2011,10,14,13,0,68.1012,-61.419,1.2,14,-99,28
300234010959690,2011,10,29,9,0,67.901,-58.267,1.6,14,-99,28
300234010959690,2011,10,17,8,0,68.4656,-61.2482,1,14,-99,28
300234010959690,2011,10,19,20,0,68.1502,-61.7148,0.9,14,-99,28
300234010959690,2011,11,18,13,0,65.1222,-59.9238,-1.2,14,-99,28
300234010959690,2011,10,29,10,0,67.8774,-58.258,1.8,14,-99,28
300234010959690,2011,11,20,6,0,64.671,-60.3652,-0.8,14,-99,28
300234010959690,2011,10,2,4,0,70.2128,-65.0146,2.6,14,-99,28
300234010959690,2011,9,9,8,0,72.7268,-75.363,0.5,14,-99,28
